topic,polarity,claim_type,confidence,needs_verification,buyer_impact,claim_summary,source_channel,source_owner,source_title,source_url,source_video_id,timestamp_start,transcript_language,extraction_provider,extraction_method,content_reuse_policy,usage_rights,reuse_policy,raw_transcript_stored,claim_file,claim_dir
Chevrolet,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Chevrolet; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,RAM 2500 Heavy Duty Diesel 2025: ¿La pickup más poderosa? | Prueba de Manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=FUFANojXJJ4,FUFANojXJJ4,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/FUFANojXJJ4.json,youtube-library-output/knowledge/claims
Chevrolet,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Chevrolet; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,The new 2025 MAZDA CX-70 Can it be compared to the European luxury models?| Review | Jaime Gabaldoni,https://www.youtube.com/watch?v=Bbyr5Wa81Lg,Bbyr5Wa81Lg,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/Bbyr5Wa81Lg.json,youtube-library-output/knowledge/claims
Chevrolet,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Chevrolet; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,Toyota Tacoma i-Force Max TRD Pro 2025: Lista para el off-road | Prueba de manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=O4VMhPiVT50,O4VMhPiVT50,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/O4VMhPiVT50.json,youtube-library-output/knowledge/claims
Chevrolet,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Chevrolet; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,Volvo XC90 PHEV 2026: ¿El SUV híbrido premium más completo? | Prueba de Manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=I3uqdp9_2Cw,I3uqdp9_2Cw,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/I3uqdp9_2Cw.json,youtube-library-output/knowledge/claims
Chevrolet,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Chevrolet; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,🚐🔋 Volkswagen ID. Buzz 2025: la combi eléctrica moderna ⚡🚀 | Prueba de manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=QitI0_bBVRU,QitI0_bBVRU,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/QitI0_bBVRU.json,youtube-library-output/knowledge/claims
Chevrolet,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Chevrolet; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Sergio Oliveira,Sergio Oliveira,¿Me lo compro o no me lo compro? Chevrolet,https://www.youtube.com/watch?v=CQOM0NXov44,CQOM0NXov44,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/CQOM0NXov44.json,youtube-library-output/knowledge/claims
Chevrolet,positive,candidate_opinion,low,True,Pendiente de clasificar.,El video contiene una posible opinion favorable sobre Chevrolet; requiere revision editorial o AI antes de publicarse como afirmacion.,Sergio Oliveira,Sergio Oliveira,¿Me lo compro o no me lo compro? | Con Lalo Vargas | GMC y Honda,https://www.youtube.com/watch?v=E-dAwmDZ80M,E-dAwmDZ80M,,es,local,local_candidate_no_verbatim,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/E-dAwmDZ80M.json,youtube-library-output/knowledge/claims
Chevrolet,negative,candidate_opinion,low,True,Pendiente de clasificar.,El video contiene una posible opinion critica sobre Chevrolet; requiere revision editorial o AI antes de publicarse como afirmacion.,Sergio Oliveira,Sergio Oliveira,¿Me lo compro o no me lo compro? | Con Lalo Vargas | GMC y Honda,https://www.youtube.com/watch?v=E-dAwmDZ80M,E-dAwmDZ80M,,es,local,local_candidate_no_verbatim,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/E-dAwmDZ80M.json,youtube-library-output/knowledge/claims
Chirey,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Chirey; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Autoboutique 1/4 de Milla,Autoboutique 1/4 de Milla,"19. Chirey Omoda 5, Subaru WRX S4, Autódromo Riviera Maya, Categorías Rabadilla de Oro",https://www.youtube.com/watch?v=OEP3diaCMWw,OEP3diaCMWw,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/OEP3diaCMWw.json,youtube-library-output/knowledge/claims
Chirey,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Chirey; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Autoboutique 1/4 de Milla,Autoboutique 1/4 de Milla,"224. Tank 300 híbrido, Chirey y DHL hacen alianza, Nissan y Honda vs China",https://www.youtube.com/watch?v=5p0P6HyYtW0,5p0P6HyYtW0,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/5p0P6HyYtW0.json,youtube-library-output/knowledge/claims
Chirey,negative,candidate_opinion,low,True,Pendiente de clasificar.,El video contiene una posible opinion critica sobre Chirey; requiere revision editorial o AI antes de publicarse como afirmacion.,Autoboutique 1/4 de Milla,Autoboutique 1/4 de Milla,Casos extremos con fallas en vehiculos Chirey y Omoda.,https://www.youtube.com/watch?v=-q-MKAR9AUc,-q-MKAR9AUc,,,local,local_candidate_no_verbatim,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/-q-MKAR9AUc.json,youtube-library-output/knowledge/claims
Chirey,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Chirey; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Autoboutique 1/4 de Milla,Autoboutique 1/4 de Milla,"Chirey Omoda 5, Subaru WRX S4, Autódromo Riviera Maya, Categorías Rabadilla de Oro | 19",https://www.youtube.com/watch?v=i9MvJIC7Zf0,i9MvJIC7Zf0,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/i9MvJIC7Zf0.json,youtube-library-output/knowledge/claims
Chirey,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Chirey; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Sergio Oliveira,Sergio Oliveira,Chirey Omoda 5,https://www.youtube.com/watch?v=NY2ykbBPawA,NY2ykbBPawA,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/NY2ykbBPawA.json,youtube-library-output/knowledge/claims
Cupra,positive,candidate_opinion,low,True,Pendiente de clasificar.,El video contiene una posible opinion favorable sobre Cupra; requiere revision editorial o AI antes de publicarse como afirmacion.,Autoboutique 1/4 de Milla,Autoboutique 1/4 de Milla,Comparativas 0-100 en CDMX Mazda 3 Signaturo Turbo Vs Seat Leon Cupra.,https://www.youtube.com/watch?v=dTKOz2AF8do,dTKOz2AF8do,,es,local,local_candidate_no_verbatim,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/dTKOz2AF8do.json,youtube-library-output/knowledge/claims
Cupra,negative,candidate_opinion,low,True,Pendiente de clasificar.,El video contiene una posible opinion critica sobre Cupra; requiere revision editorial o AI antes de publicarse como afirmacion.,Autoboutique 1/4 de Milla,Autoboutique 1/4 de Milla,Seat Leon Cupra 290 | PruebameLa... Nave #18 | Reseña,https://www.youtube.com/watch?v=wCIFANQS4RM,wCIFANQS4RM,,es,local,local_candidate_no_verbatim,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/wCIFANQS4RM.json,youtube-library-output/knowledge/claims
Cupra,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Cupra; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Sergio Oliveira,Sergio Oliveira,"Cupra Formentor 190 - Precioso, pero no para entusiastas",https://www.youtube.com/watch?v=4jrRvn9Guh0,4jrRvn9Guh0,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/4jrRvn9Guh0.json,youtube-library-output/knowledge/claims
Cupra,negative,candidate_opinion,low,True,Pendiente de clasificar.,El video contiene una posible opinion critica sobre Cupra; requiere revision editorial o AI antes de publicarse como afirmacion.,Sergio Oliveira,Sergio Oliveira,¿Me lo compro o no me lo compro? - Con Lalo Vargas - FIAT y Ford,https://www.youtube.com/watch?v=wFtjSBAacbI,wFtjSBAacbI,,es,local,local_candidate_no_verbatim,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/wFtjSBAacbI.json,youtube-library-output/knowledge/claims
Cupra,positive,candidate_opinion,low,True,Pendiente de clasificar.,El video contiene una posible opinion favorable sobre Cupra; requiere revision editorial o AI antes de publicarse como afirmacion.,Sergio Oliveira,Sergio Oliveira,¿Me lo compro o no me lo compro? - Con Lalo Vargas - FIAT y Ford,https://www.youtube.com/watch?v=wFtjSBAacbI,wFtjSBAacbI,,es,local,local_candidate_no_verbatim,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/wFtjSBAacbI.json,youtube-library-output/knowledge/claims
Dodge,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Dodge; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Autoboutique 1/4 de Milla,Autoboutique 1/4 de Milla,Dodge Challenger SRT Hellcat Redeye Widebody | PruebameLa... Nave #87 | Reseña,https://www.youtube.com/watch?v=H8GrL02XiOM,H8GrL02XiOM,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/H8GrL02XiOM.json,youtube-library-output/knowledge/claims
Dodge,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Dodge; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Autoboutique 1/4 de Milla,Autoboutique 1/4 de Milla,hyundai atos a prueba de dinamometro vendido en mexico dodge motor 1.0 litros,https://www.youtube.com/watch?v=dBPQQ84QPoQ,dBPQQ84QPoQ,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/dBPQQ84QPoQ.json,youtube-library-output/knowledge/claims
Dodge,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Dodge; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",CarsLatino,CarsLatino,!El Nuevo Dodge Attitude Chino ES MEJOR que el Anterior! ¿Porque? *CarsLatino*,https://www.youtube.com/watch?v=NdRz8h8nIKU,NdRz8h8nIKU,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/NdRz8h8nIKU.json,youtube-library-output/knowledge/claims
Dodge,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Dodge; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",CarsLatino,CarsLatino,5 DODGE QUE NO DEBERÍAS COMPRAR Y 5 QUE SI *CarsLatino*,https://www.youtube.com/watch?v=U9XFsfIUJWk,U9XFsfIUJWk,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/U9XFsfIUJWk.json,youtube-library-output/knowledge/claims
Dodge,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Dodge; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",CarsLatino,CarsLatino,5 VOLKSWAGEN QUE NO DEBERÍAS COMPRAR Y 5 QUE SI *CarsLatino*,https://www.youtube.com/watch?v=yyB2uL3FoM8,yyB2uL3FoM8,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/yyB2uL3FoM8.json,youtube-library-output/knowledge/claims
Dodge,negative,candidate_opinion,low,True,Pendiente de clasificar.,El video contiene una posible opinion critica sobre Dodge; requiere revision editorial o AI antes de publicarse como afirmacion.,El Dios de los Autos,El Dios de los Autos,FORD RAPTOR 2021 DESTROZA A RAM 1500 TRX Y TE EXPLICO POR QUÉ,https://www.youtube.com/watch?v=r84fMyjdmYU,r84fMyjdmYU,,,local,local_candidate_no_verbatim,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/r84fMyjdmYU.json,youtube-library-output/knowledge/claims
Dodge,positive,candidate_opinion,low,True,Pendiente de clasificar.,El video contiene una posible opinion favorable sobre Dodge; requiere revision editorial o AI antes de publicarse como afirmacion.,El Dios de los Autos,El Dios de los Autos,JEEP GRAND CHEROKEE VS DODGE DURANGO ¿CUAL ES MEJOR? | Versus de vehículos,https://www.youtube.com/watch?v=kqOJExPj9BE,kqOJExPj9BE,,es,local,local_candidate_no_verbatim,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/kqOJExPj9BE.json,youtube-library-output/knowledge/claims
Dodge,negative,candidate_opinion,low,True,Pendiente de clasificar.,El video contiene una posible opinion critica sobre Dodge; requiere revision editorial o AI antes de publicarse como afirmacion.,El Dios de los Autos,El Dios de los Autos,JEEP GRAND CHEROKEE VS DODGE DURANGO ¿CUAL ES MEJOR? | Versus de vehículos,https://www.youtube.com/watch?v=kqOJExPj9BE,kqOJExPj9BE,,es,local,local_candidate_no_verbatim,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/kqOJExPj9BE.json,youtube-library-output/knowledge/claims
Dodge,positive,candidate_opinion,low,True,Pendiente de clasificar.,El video contiene una posible opinion favorable sobre Dodge; requiere revision editorial o AI antes de publicarse como afirmacion.,El Dios de los Autos,El Dios de los Autos,¿QUÉ IDIOTA COMPRA UN DODGE ATTITUDE 2025?,https://www.youtube.com/watch?v=s28DNfI0zCg,s28DNfI0zCg,,,local,local_candidate_no_verbatim,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/s28DNfI0zCg.json,youtube-library-output/knowledge/claims
Dodge,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Dodge; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,2023 Dodge Challenger SRT Review // 🦖 An American in danger of extinction 🇺🇸 - Jaime Gabaldoni,https://www.youtube.com/watch?v=C21eAHuMhgA,C21eAHuMhgA,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/C21eAHuMhgA.json,youtube-library-output/knowledge/claims
Dodge,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Dodge; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,2024 Dodge Durango SRT Hellcat Review 🔥 | Jaime Gabaldoni,https://www.youtube.com/watch?v=Jl7hOoO6E1s,Jl7hOoO6E1s,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/Jl7hOoO6E1s.json,youtube-library-output/knowledge/claims
Dodge,negative,candidate_opinion,low,True,Pendiente de clasificar.,El video contiene una posible opinion critica sobre Dodge; requiere revision editorial o AI antes de publicarse como afirmacion.,Sergio Oliveira,Sergio Oliveira,Dodge Attitude mejora de la tierra al cielo - LaCochera Radio 7sep,https://www.youtube.com/watch?v=oBEJMOQgZeg,oBEJMOQgZeg,,,local,local_candidate_no_verbatim,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/oBEJMOQgZeg.json,youtube-library-output/knowledge/claims
Fiat,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Fiat; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Autoboutique 1/4 de Milla,Autoboutique 1/4 de Milla,"El Podcast de Autos 104 | PruebameLa Nave de Acura Integra, ID Buzz, Fiat Mobi, Honda",https://www.youtube.com/watch?v=hRJTmW-1Ajk,hRJTmW-1Ajk,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/hRJTmW-1Ajk.json,youtube-library-output/knowledge/claims
Fiat,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Fiat; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",CarsLatino,CarsLatino,Los 10 Mejores Fiat de la Historia (Parte 1) *CarsLatino*,https://www.youtube.com/watch?v=LgmjYlWAOvA,LgmjYlWAOvA,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/LgmjYlWAOvA.json,youtube-library-output/knowledge/claims
Fiat,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Fiat; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",CarsLatino,CarsLatino,Los 7 Mejores Autos Fiat de la Historia *CarsLatino*,https://www.youtube.com/watch?v=Z1osowesVL0,Z1osowesVL0,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/Z1osowesVL0.json,youtube-library-output/knowledge/claims
Fiat,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Fiat; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",El Dios de los Autos,El Dios de los Autos,QUE AUTO BARATO ME COMPRO FIAT UNO,https://www.youtube.com/watch?v=897WWp2INF0,897WWp2INF0,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/897WWp2INF0.json,youtube-library-output/knowledge/claims
Fiat,positive,candidate_opinion,low,True,Pendiente de clasificar.,El video contiene una posible opinion favorable sobre Fiat; requiere revision editorial o AI antes de publicarse como afirmacion.,El Dios de los Autos,El Dios de los Autos,¡NUEVA SUV Fiat Barata deja obsoletos a Toyota y Nissan!,https://www.youtube.com/watch?v=fk_e5VCbj-Q,fk_e5VCbj-Q,,,local,local_candidate_no_verbatim,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/fk_e5VCbj-Q.json,youtube-library-output/knowledge/claims
Fiat,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Fiat; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Sergio Oliveira,Sergio Oliveira,¿Me lo compro o no me lo compro? - Con Lalo Vargas - FIAT y Ford,https://www.youtube.com/watch?v=wFtjSBAacbI,wFtjSBAacbI,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/external/sergio-oliveira/claims/wFtjSBAacbI.json,youtube-library-output/external/sergio-oliveira/claims
Ford,negative,candidate_opinion,low,True,Pendiente de clasificar.,El video contiene una posible opinion critica sobre Ford; requiere revision editorial o AI antes de publicarse como afirmacion.,Autoboutique 1/4 de Milla,Autoboutique 1/4 de Milla,"38. Los problemas del Aeropuerto, Recall Hyundai Kia, Seguimos sin semiconductores, San Valentín",https://www.youtube.com/watch?v=QsTDhkzh6KU,QsTDhkzh6KU,,es,local,local_candidate_no_verbatim,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/QsTDhkzh6KU.json,youtube-library-output/knowledge/claims
Ford,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Ford; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Autoboutique 1/4 de Milla,Autoboutique 1/4 de Milla,"43. Fanáticos de MG, Ford Ranger Raptor, Mazda CX-3 Mexicana, Carretera con carga inalámbrica",https://www.youtube.com/watch?v=cQZbi2OPviU,cQZbi2OPviU,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/cQZbi2OPviU.json,youtube-library-output/knowledge/claims
Ford,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Ford; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Autoboutique 1/4 de Milla,Autoboutique 1/4 de Milla,"Fanáticos de MG, Ford Ranger Raptor, Mazda CX-3 Mexicana, Carretera con carga inalámbrica | #43",https://www.youtube.com/watch?v=BhwicrKoEO4,BhwicrKoEO4,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/BhwicrKoEO4.json,youtube-library-output/knowledge/claims
Ford,negative,candidate_opinion,low,True,Pendiente de clasificar.,El video contiene una posible opinion critica sobre Ford; requiere revision editorial o AI antes de publicarse como afirmacion.,Autoboutique 1/4 de Milla,Autoboutique 1/4 de Milla,"Los problemas del Aeropuerto, Recall Hyundai Kia, Seguimos sin semiconductores, San Valentín | #38",https://www.youtube.com/watch?v=7PF0lg6Qlaw,7PF0lg6Qlaw,,es,local,local_candidate_no_verbatim,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/7PF0lg6Qlaw.json,youtube-library-output/knowledge/claims
Ford,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Ford; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",CarsLatino,CarsLatino,5 VOLKSWAGEN QUE NO DEBERÍAS COMPRAR Y 5 QUE SI *CarsLatino*,https://www.youtube.com/watch?v=yyB2uL3FoM8,yyB2uL3FoM8,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/yyB2uL3FoM8.json,youtube-library-output/knowledge/claims
Ford,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Ford; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",CarsLatino,CarsLatino,6 FORD QUE NO DEBERÍAS COMPRAR... Y 6 QUE SI *CarsLatino*,https://www.youtube.com/watch?v=AgB9XQ_yXso,AgB9XQ_yXso,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/AgB9XQ_yXso.json,youtube-library-output/knowledge/claims
Ford,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Ford; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",CarsLatino,CarsLatino,Prueba de Manejo - Ford Mustang GT 2017,https://www.youtube.com/watch?v=hC557xbz5XE,hC557xbz5XE,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/hC557xbz5XE.json,youtube-library-output/knowledge/claims
Ford,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Ford; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",El Dios de los Autos,El Dios de los Autos,"Chevrolet ¡NUEVA Pick Up de $17,000 TIENE a Toyota y Ford de RODILLAS!",https://www.youtube.com/watch?v=hqsVHkRdSP4,hqsVHkRdSP4,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/hqsVHkRdSP4.json,youtube-library-output/knowledge/claims
Ford,positive,candidate_opinion,low,True,Pendiente de clasificar.,El video contiene una posible opinion favorable sobre Ford; requiere revision editorial o AI antes de publicarse como afirmacion.,El Dios de los Autos,El Dios de los Autos,"NUEVO Toyota RAV4 2026 HUMILLA a Subaru, Honda y Mazda (Superior en TODO sentido)",https://www.youtube.com/watch?v=iqwhfhTaHwE,iqwhfhTaHwE,,es,local,local_candidate_no_verbatim,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/iqwhfhTaHwE.json,youtube-library-output/knowledge/claims
Ford,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Ford; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",El Dios de los Autos,El Dios de los Autos,¡Ford está FURIOSO! Responde TOYOTA y Suzuki!!,https://www.youtube.com/watch?v=C0G0H_c_o48,C0G0H_c_o48,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/C0G0H_c_o48.json,youtube-library-output/knowledge/claims
Ford,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Ford; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,2024 Dodge Durango SRT Hellcat Review 🔥 | Jaime Gabaldoni,https://www.youtube.com/watch?v=Jl7hOoO6E1s,Jl7hOoO6E1s,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/Jl7hOoO6E1s.json,youtube-library-output/knowledge/claims
Ford,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Ford; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,"Audi RS 7 Performance 2025: potencia, lujo y tecnología | Prueba de manejo | Jaime Gabaldoni",https://www.youtube.com/watch?v=arDaOi3bbhA,arDaOi3bbhA,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/arDaOi3bbhA.json,youtube-library-output/knowledge/claims
Ford,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Ford; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,BMW 330i xDrive 2025: ¿vale la pena? | Prueba de manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=r0wxQs3Wizw,r0wxQs3Wizw,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/r0wxQs3Wizw.json,youtube-library-output/knowledge/claims
